prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
implement linked lsit in python only code no comments,spec_eval,24,1,0,1,0,8030,8030,none,,,,2181 3640 1463 2585 7122 1376 2181 1010 1463 2585 11713 1376, data):\n            self.data = data\n            self.next =,,,,, None,,no_pattern_fired,0,0,0,6.499991286545992e-06,0.016634800005704165,7.470000127796084e-05
implement linked lsit in python only code no comments,spec_eval,25,1,0,1,0,1267,1267,none,,,,3640 1463 2585 7122 1376 2181 1010 1463 2585 11713 1376 8030,):\n            self.data = data\n            self.next = None,,,,,\n\n,,no_pattern_fired,0,0,0,8.59999272506684e-06,0.016806400002678856,6.899998697917908e-05
implement linked lsit in python only code no comments,spec_eval,26,1,0,1,0,1293,1293,none,,,,1463 2585 7122 1376 2181 1010 1463 2585 11713 1376 8030 1267,            self.data = data\n            self.next = None\n\n,,,,,   ,,no_pattern_fired,0,0,0,7.700000423938036e-06,0.01632450000033714,5.5199998314492404e-05
implement linked lsit in python only code no comments,spec_eval,27,1,0,1,0,1845,1845,none,,,,2585 7122 1376 2181 1010 1463 2585 11713 1376 8030 1267 1293, self.data = data\n            self.next = None\n\n   ,,,,, class,,no_pattern_fired,0,0,0,7.000009645707905e-06,0.01630730000033509,7.929999264888465e-05
implement linked lsit in python only code no comments,spec_eval,28,1,0,1,0,37830,37830,none,,,,7122 1376 2181 1010 1463 2585 11713 1376 8030 1267 1293 1845,.data = data\n            self.next = None\n\n    class,,,,, Linked,,no_pattern_fired,0,0,0,1.2200005585327744e-05,0.016457800011266954,5.360000068321824e-05
implement linked lsit in python only code no comments,spec_eval,29,1,0,1,0,2525,2525,none,,,,1376 2181 1010 1463 2585 11713 1376 8030 1267 1293 1845 37830, = data\n            self.next = None\n\n    class Linked,,,,,List,,no_pattern_fired,0,0,0,1.6999983927235007e-06,0.016369899996789172,9.729999874252826e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,1,1,0,1,0,1010,1010,none,,,,4491 2560 1294 17483 1044 1836 15476 1044 2342 3475 1058 1032,"banoci in python, no comments, only code: ",,,,,\n,,no_pattern_fired,0,0,0,2.8999929782003164e-06,0.018366300006164238,5.750000127591193e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,2,1,0,1,0,3149,3149,none,,,,2560 1294 17483 1044 1836 15476 1044 2342 3475 1058 1032 1010,"oci in python, no comments, only code: \n",,,,,def,,no_pattern_fired,0,0,0,7.800001185387373e-06,0.017632699993555434,6.320000102277845e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,3,1,0,1,0,9111,9111,none,,,,1294 17483 1044 1836 15476 1044 2342 3475 1058 1032 1010 3149," in python, no comments, only code: \ndef",,,,, fib,,no_pattern_fired,0,0,0,7.399998139590025e-06,0.01635760000499431,6.980000762268901e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,4,1,0,1,0,4491,4491,none,,,,17483 1044 1836 15476 1044 2342 3475 1058 1032 1010 3149 9111," python, no comments, only code: \ndef fib",,,,,ban,,no_pattern_fired,0,0,0,7.399998139590025e-06,0.016513599999598227,6.949999078642577e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,5,1,0,1,0,2560,2560,none,,,,1044 1836 15476 1044 2342 3475 1058 1032 1010 3149 9111 4491,", no comments, only code: \ndef fibban",,,,,oci,,no_pattern_fired,0,0,0,7.700000423938036e-06,0.016357299988158047,9.639999188948423e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,6,1,0,1,0,4990,4990,none,,,,1836 15476 1044 2342 3475 1058 1032 1010 3149 9111 4491 2560," no comments, only code: \ndef fibbanoci",,,,,(n,,no_pattern_fired,0,0,0,7.100010407157242e-06,0.016905000011320226,6.579999171663076e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,7,1,0,1,0,3640,3640,none,,,,15476 1044 2342 3475 1058 1032 1010 3149 9111 4491 2560 4990," comments, only code: \ndef fibbanoci(n",,,,,):\n,,no_pattern_fired,0,0,0,7.399998139590025e-06,0.01663459998962935,6.310000026132911e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,8,1,0,1,0,1293,1293,none,,,,1044 2342 3475 1058 1032 1010 3149 9111 4491 2560 4990 3640,", only code: \ndef fibbanoci(n):\n",,,,,   ,,no_pattern_fired,0,0,0,6.999995093792677e-06,0.01675260000047274,5.950000195298344e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,9,1,0,1,0,1693,1693,none,,,,2342 3475 1058 1032 1010 3149 9111 4491 2560 4990 3640 1293, only code: \ndef fibbanoci(n):\n   ,,,,, if,,no_pattern_fired,0,0,0,6.999995093792677e-06,0.016608599995379336,8.779999916441739e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,10,1,0,1,0,1308,1308,none,,,,3475 1058 1032 1010 3149 9111 4491 2560 4990 3640 1293 1693, code: \ndef fibbanoci(n):\n    if,,,,, n,,no_pattern_fired,0,0,0,7.299997378140688e-06,0.016823400001158006,5.190000229049474e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,11,1,0,1,0,9120,9120,none,,,,1058 1032 1010 3149 9111 4491 2560 4990 3640 1293 1693 1308,: \ndef fibbanoci(n):\n    if n,,,,, <=,,no_pattern_fired,0,0,0,5.599998985417187e-06,0.01635309999983292,6.880000000819564e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,12,1,0,1,0,1032,1032,none,,,,1032 1010 3149 9111 4491 2560 4990 3640 1293 1693 1308 9120, \ndef fibbanoci(n):\n    if n <=,,,,, ,,no_pattern_fired,0,0,0,6.89999433234334e-06,0.01709609999670647,6.629999552387744e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,13,1,0,1,0,1049,1049,none,,,,1010 3149 9111 4491 2560 4990 3640 1293 1693 1308 9120 1032,\ndef fibbanoci(n):\n    if n <= ,,,,,1,,no_pattern_fired,0,0,0,6.999995093792677e-06,0.016762900006142445,7.660000119358301e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,14,1,0,1,0,1877,1877,none,,,,3149 9111 4491 2560 4990 3640 1293 1693 1308 9120 1032 1049,def fibbanoci(n):\n    if n <= 1,,,,,:\n,,no_pattern_fired,0,0,0,8.199989679269493e-06,0.01670350000495091,7.179999374784529e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,15,1,0,1,0,1369,1369,none,,,,9111 4491 2560 4990 3640 1293 1693 1308 9120 1032 1049 1877, fibbanoci(n):\n    if n <= 1:\n,,,,,       ,,no_pattern_fired,0,0,0,7.199996616691351e-06,0.016423900000518188,5.789998976979405e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,16,1,0,1,0,1850,1850,none,,,,4491 2560 4990 3640 1293 1693 1308 9120 1032 1049 1877 1369,banoci(n):\n    if n <= 1:\n       ,,,,, return,,no_pattern_fired,0,0,0,7.800001185387373e-06,0.01641570001083892,5.200000305194408e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,17,1,0,1,0,1308,1308,none,,,,2560 4990 3640 1293 1693 1308 9120 1032 1049 1877 1369 1850,oci(n):\n    if n <= 1:\n        return,,,,, n,,no_pattern_fired,0,0,0,5.800000508315861e-06,0.0162177000020165,5.119999696034938e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,18,1,0,1,0,1010,1010,none,,,,4990 3640 1293 1693 1308 9120 1032 1049 1877 1369 1850 1308,(n):\n    if n <= 1:\n        return n,,,,,\n,,no_pattern_fired,0,0,0,6.799993570894003e-06,0.016485899992403574,6.859999848529696e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,19,1,0,1,0,1293,1293,none,,,,3640 1293 1693 1308 9120 1032 1049 1877 1369 1850 1308 1010,):\n    if n <= 1:\n        return n\n,,,,,   ,,no_pattern_fired,0,0,0,6.800008122809231e-06,0.017010000010486692,7.229999755509198e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,20,1,0,1,0,1850,1850,none,,,,1293 1693 1308 9120 1032 1049 1877 1369 1850 1308 1010 1293,    if n <= 1:\n        return n\n   ,,,,, return,,no_pattern_fired,0,0,0,7.700000423938036e-06,0.016459600010421127,5.740000051446259e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,21,1,0,1,0,9111,9111,none,,,,1693 1308 9120 1032 1049 1877 1369 1850 1308 1010 1293 1850, if n <= 1:\n        return n\n    return,,,,, fib,,no_pattern_fired,0,0,0,7.000009645707905e-06,0.016472500006784685,5.8200006606057286e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,22,1,0,1,0,4491,4491,none,,,,1308 9120 1032 1049 1877 1369 1850 1308 1010 1293 1850 9111, n <= 1:\n        return n\n    return fib,,,,,ban,,no_pattern_fired,0,0,0,7.499998901039362e-06,0.016533100002561696,5.2100003813393414e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,23,1,0,1,0,2560,2560,none,,,,9120 1032 1049 1877 1369 1850 1308 1010 1293 1850 9111 4491, <= 1:\n        return n\n    return fibban,,,,,oci,,no_pattern_fired,0,0,0,6.89999433234334e-06,0.01651050000509713,8.779999916441739e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,24,1,0,1,0,4990,4990,none,,,,1032 1049 1877 1369 1850 1308 1010 1293 1850 9111 4491 2560, 1:\n        return n\n    return fibbanoci,,,,,(n,,no_pattern_fired,0,0,0,6.900008884258568e-06,0.016759800011641346,5.560000136028975e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,25,1,0,1,0,1045,1045,none,,,,1049 1877 1369 1850 1308 1010 1293 1850 9111 4491 2560 4990,1:\n        return n\n    return fibbanoci(n,,,,,-,,no_pattern_fired,0,0,0,6.800008122809231e-06,0.016818999996758066,5.26000076206401e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,26,1,0,1,0,1049,1049,none,,,,1877 1369 1850 1308 1010 1293 1850 9111 4491 2560 4990 1045,:\n        return n\n    return fibbanoci(n-,,,,,1,,no_pattern_fired,0,0,0,6.400005077011883e-06,0.01640140000381507,7.989999721758068e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,27,1,0,1,0,1041,1041,none,,,,1369 1850 1308 1010 1293 1850 9111 4491 2560 4990 1045 1049,        return n\n    return fibbanoci(n-1,,,,,),,no_pattern_fired,0,0,0,7.199996616691351e-06,0.016652899998007342,7.080000068526715e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,28,1,0,1,0,1867,1867,none,,,,1850 1308 1010 1293 1850 9111 4491 2560 4990 1045 1049 1041, return n\n    return fibbanoci(n-1),,,,, +,,no_pattern_fired,0,0,0,1.1399999493733048e-05,0.016822299992782064,5.889999738428742e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,29,1,0,1,0,9111,9111,none,,,,1308 1010 1293 1850 9111 4491 2560 4990 1045 1049 1041 1867, n\n    return fibbanoci(n-1) +,,,,, fib,,no_pattern_fired,0,0,0,2.2000021999701858e-06,0.01650190001237206,5.190000229049474e-05
