prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
implement linked lsit in python only code no comments,spec_eval,61,1,0,1,0,2585,2585,none,,,,2181 3640 1463 1875 20816 1376 15893 8435 1456 1463 1693 1605, data):\n            new_node = Node(data)\n            if not,,,,, self,,no_pattern_fired,3,0,0,7.03999976394698e-05,0.10021420000703074,5.09000092279166e-05
implement linked lsit in python only code no comments,spec_eval,62,1,0,1,0,40936,40936,none,,,,3640 1463 1875 20816 1376 15893 8435 1456 1463 1693 1605 2585,):\n            new_node = Node(data)\n            if not self,,,,,.head,,no_pattern_fired,3,0,0,5.560000136028975e-05,0.09980789999826811,5.149999924469739e-05
implement linked lsit in python only code no comments,spec_eval,63,1,1,2,1,1694,1694,det_ctx4,det_ctx4,1.000,7,1463 1875 20816 1376 15893 8435 1456 1463 1693 1605 2585 40936,            new_node = Node(data)\n            if not self.head,1877,:\n,1877,:\n,               ,,draft_accepted,3,0,1,7.46000005165115e-05,0.1203858999942895,0.00014760000340174884
implement linked lsit in python only code no comments,spec_eval,65,1,0,1,0,2585,2585,none,,,,20816 1376 15893 8435 1456 1463 1693 1605 2585 40936 1877 1694,_node = Node(data)\n            if not self.head:\n               ,,,,, self,,no_pattern_fired,3,0,0,9.970000246539712e-05,0.10971650001010858,5.079999391455203e-05
implement linked lsit in python only code no comments,spec_eval,66,1,0,1,0,40936,40936,none,,,,1376 15893 8435 1456 1463 1693 1605 2585 40936 1877 1694 2585, = Node(data)\n            if not self.head:\n                self,,,,,.head,,no_pattern_fired,3,0,0,6.880000000819564e-05,0.10091379999357741,5.3499999921768904e-05
implement linked lsit in python only code no comments,spec_eval,67,1,0,1,0,1376,1376,none,,,,15893 8435 1456 1463 1693 1605 2585 40936 1877 1694 2585 40936, Node(data)\n            if not self.head:\n                self.head,,,,, =,,no_pattern_fired,3,0,0,7.300000288523734e-05,0.10002050000184681,8.22000001790002e-05
implement linked lsit in python only code no comments,spec_eval,68,1,0,1,0,1875,1875,none,,,,8435 1456 1463 1693 1605 2585 40936 1877 1694 2585 40936 1376,(data)\n            if not self.head:\n                self.head =,,,,, new,,no_pattern_fired,3,0,0,8.690000686328858e-05,0.09821150000789203,5.099999543745071e-05
implement linked lsit in python only code no comments,spec_eval,69,1,1,2,1,1010,1010,det_ctx4,det_ctx4,1.000,5,1456 1463 1693 1605 2585 40936 1877 1694 2585 40936 1376 1875,)\n            if not self.head:\n                self.head = new,20816,_node,20816,_node,\n,,draft_accepted,3,0,1,7.670000195503235e-05,0.1315628000011202,9.940000018104911e-05
implement linked lsit in python only code no comments,spec_eval,71,1,1,2,1,2849,2849,det_ctx5,det_ctx5,1.000,4,1693 1605 2585 40936 1877 1694 2585 40936 1376 1875 20816 1010, if not self.head:\n                self.head = new_node\n,1463,           ,1463,           , else,,draft_accepted,3,0,1,0.0001841999910539016,0.1307459999952698,0.00010399999155197293
implement linked lsit in python only code no comments,spec_eval,73,1,1,2,1,1694,1694,syntax_block_colon,syntax_block_colon,1.000,999,2585 40936 1877 1694 2585 40936 1376 1875 20816 1010 1463 2849, self.head:\n                self.head = new_node\n            else,1877,:\n,1877,:\n,               ,,draft_accepted,3,0,1,9.349999891128391e-05,0.12197210000886116,9.359999967273325e-05
implement linked lsit in python only code no comments,spec_eval,75,1,1,1,0,4524,4524,strong_ctx5,strong_ctx5,1.000,1,1877 1694 2585 40936 1376 1875 20816 1010 1463 2849 1877 1694,:\n                self.head = new_node\n            else:\n               ,3568, arr,4524, cur, cur,0,draft_token_mismatch,4,0,0,7.110000296961516e-05,8.03332390000287,0.00016139999206643552
implement linked lsit in python only code no comments,spec_eval,76,1,0,1,0,1376,1376,none,,,,1694 2585 40936 1376 1875 20816 1010 1463 2849 1877 1694 4524,                self.head = new_node\n            else:\n                cur,,,,, =,,no_pattern_fired,4,0,0,8.789999992586672e-05,0.10399009998945985,5.529999907594174e-05
implement linked lsit in python only code no comments,spec_eval,77,1,1,1,0,2585,2585,det_ctx4,det_ctx4,1.000,3,2585 40936 1376 1875 20816 1010 1463 2849 1877 1694 4524 1376, self.head = new_node\n            else:\n                cur =,4524, cur,2585, self, self,0,draft_token_mismatch,5,0,0,7.979999645613134e-05,8.103094899997814,0.00014819999341852963
implement linked lsit in python only code no comments,spec_eval,78,1,0,1,0,40936,40936,none,,,,40936 1376 1875 20816 1010 1463 2849 1877 1694 4524 1376 2585,.head = new_node\n            else:\n                cur = self,,,,,.head,,no_pattern_fired,5,0,0,0.00018849999469239265,0.09771180000097957,5.360000068321824e-05
implement linked lsit in python only code no comments,spec_eval,79,1,0,1,0,1010,1010,none,,,,1376 1875 20816 1010 1463 2849 1877 1694 4524 1376 2585 40936, = new_node\n            else:\n                cur = self.head,,,,,\n,,no_pattern_fired,5,0,0,2.1999876480549574e-06,0.10212660000252072,4.9299997044727206e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,1,1,0,1,0,1010,1010,none,,,,4491 2560 1294 17483 1044 1836 15476 1044 2342 3475 1058 1032,"banoci in python, no comments, only code: ",,,,,\n,,no_pattern_fired,0,0,0,4.810000245925039e-05,0.09203029998752754,4.499999340623617e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,2,1,0,1,0,3149,3149,none,,,,2560 1294 17483 1044 1836 15476 1044 2342 3475 1058 1032 1010,"oci in python, no comments, only code: \n",,,,,def,,no_pattern_fired,0,0,0,4.1000006604008377e-05,0.09356490000209305,5.370000144466758e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,3,1,0,1,0,9111,9111,none,,,,1294 17483 1044 1836 15476 1044 2342 3475 1058 1032 1010 3149," in python, no comments, only code: \ndef",,,,, fib,,no_pattern_fired,0,0,0,7.090000144671649e-05,0.09621789999073371,4.439998883754015e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,4,1,0,1,0,4491,4491,none,,,,17483 1044 1836 15476 1044 2342 3475 1058 1032 1010 3149 9111," python, no comments, only code: \ndef fib",,,,,ban,,no_pattern_fired,0,0,0,4.339999577496201e-05,0.10011879999365192,5.020000389777124e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,5,1,0,1,0,2560,2560,none,,,,1044 1836 15476 1044 2342 3475 1058 1032 1010 3149 9111 4491,", no comments, only code: \ndef fibban",,,,,oci,,no_pattern_fired,0,0,0,5.400000372901559e-05,0.09514390000549611,5.3099996875971556e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,6,1,0,1,0,4990,4990,none,,,,1836 15476 1044 2342 3475 1058 1032 1010 3149 9111 4491 2560," no comments, only code: \ndef fibbanoci",,,,,(n,,no_pattern_fired,0,0,0,5.670000973623246e-05,0.10009550000540912,5.329999839887023e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,7,1,0,1,0,3640,3640,none,,,,15476 1044 2342 3475 1058 1032 1010 3149 9111 4491 2560 4990," comments, only code: \ndef fibbanoci(n",,,,,):\n,,no_pattern_fired,0,0,0,7.340000593103468e-05,0.10505800000100862,4.430000262800604e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,8,1,1,2,1,1693,1693,syntax_indent,syntax_indent,0.980,999,1044 2342 3475 1058 1032 1010 3149 9111 4491 2560 4990 3640,", only code: \ndef fibbanoci(n):\n",1293,   ,1293,   , if,,draft_accepted,0,0,1,3.329999162815511e-05,0.11991449999914039,0.00010069999552797526
"implement fibbanoci in python, no comments, only code:",spec_eval,10,1,1,2,1,9120,9120,det_ctx4,det_ctx4,1.000,3,3475 1058 1032 1010 3149 9111 4491 2560 4990 3640 1293 1693, code: \ndef fibbanoci(n):\n    if,1308, n,1308, n, <=,,draft_accepted,0,0,1,6.19000056758523e-05,0.11759610001172405,9.630000567995012e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,12,1,1,2,1,1049,1049,det_ctx5,det_ctx5,1.000,3,1032 1010 3149 9111 4491 2560 4990 3640 1293 1693 1308 9120, \ndef fibbanoci(n):\n    if n <=,1032, ,1032, ,1,,draft_accepted,0,0,1,8.110000635497272e-05,0.12634289999550674,0.00011109998740721494
"implement fibbanoci in python, no comments, only code:",spec_eval,14,1,1,2,1,1369,1369,det_ctx8,det_ctx8,1.000,3,3149 9111 4491 2560 4990 3640 1293 1693 1308 9120 1032 1049,def fibbanoci(n):\n    if n <= 1,1877,:\n,1877,:\n,       ,,draft_accepted,0,0,1,8.189999789465219e-05,0.11311310000019148,0.00014659999578725547
"implement fibbanoci in python, no comments, only code:",spec_eval,16,1,1,2,1,1308,1308,det_ctx8,det_ctx8,1.000,3,4491 2560 4990 3640 1293 1693 1308 9120 1032 1049 1877 1369,banoci(n):\n    if n <= 1:\n       ,1850, return,1850, return, n,,draft_accepted,0,0,1,6.179999036248773e-05,0.11157749999256339,0.00014810000720899552
"implement fibbanoci in python, no comments, only code:",spec_eval,18,1,1,2,1,1293,1293,det_ctx8,det_ctx8,1.000,2,4990 3640 1293 1693 1308 9120 1032 1049 1877 1369 1850 1308,(n):\n    if n <= 1:\n        return n,1010,\n,1010,\n,   ,,draft_accepted,0,0,1,8.739999611862004e-05,0.11375510001380462,0.0001109000004362315
"implement fibbanoci in python, no comments, only code:",spec_eval,20,1,0,1,0,1850,1850,none,,,,1293 1693 1308 9120 1032 1049 1877 1369 1850 1308 1010 1293,    if n <= 1:\n        return n\n   ,,,,, return,,no_pattern_fired,0,0,0,6.280001252889633e-05,0.09735330000694375,4.949999856762588e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,21,1,1,2,1,4491,4491,strong_ctx8,strong_ctx8,1.000,1,1693 1308 9120 1032 1049 1877 1369 1850 1308 1010 1293 1850, if n <= 1:\n        return n\n    return,9111, fib,9111, fib,ban,,draft_accepted,0,0,1,4.610000178217888e-05,0.12879709999833722,9.929999941959977e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,23,1,0,1,0,2560,2560,none,,,,9120 1032 1049 1877 1369 1850 1308 1010 1293 1850 9111 4491, <= 1:\n        return n\n    return fibban,,,,,oci,,no_pattern_fired,0,0,0,6.749999010935426e-05,0.09754600000451319,5.269999383017421e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,24,1,0,1,0,4990,4990,none,,,,1032 1049 1877 1369 1850 1308 1010 1293 1850 9111 4491 2560, 1:\n        return n\n    return fibbanoci,,,,,(n,,no_pattern_fired,0,0,0,6.19000056758523e-05,0.10048880000249483,5.60000044060871e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,25,1,0,1,0,1045,1045,none,,,,1049 1877 1369 1850 1308 1010 1293 1850 9111 4491 2560 4990,1:\n        return n\n    return fibbanoci(n,,,,,-,,no_pattern_fired,0,0,0,6.450001092161983e-05,0.09990560000005644,4.9700000090524554e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,26,1,1,2,1,1041,1041,syntax_minus_one,syntax_minus_one,0.930,999,1877 1369 1850 1308 1010 1293 1850 9111 4491 2560 4990 1045,:\n        return n\n    return fibbanoci(n-,1049,1,1049,1,),,draft_accepted,0,0,1,8.749999688006938e-05,0.11913629999617115,0.00015110000094864517
"implement fibbanoci in python, no comments, only code:",spec_eval,28,1,0,1,0,1867,1867,none,,,,1850 1308 1010 1293 1850 9111 4491 2560 4990 1045 1049 1041, return n\n    return fibbanoci(n-1),,,,, +,,no_pattern_fired,0,0,0,9.820000559557229e-05,0.09560400000191294,4.360001184977591e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,29,1,0,1,0,9111,9111,none,,,,1308 1010 1293 1850 9111 4491 2560 4990 1045 1049 1041 1867, n\n    return fibbanoci(n-1) +,,,,, fib,,no_pattern_fired,0,0,0,6.479999865405262e-05,0.10007649999170098,4.7900000936351717e-05
