task_id,task_index,prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
HumanEval/0,1,,spec_eval,12,1,0,1,0,481,481,none,,,,262 5109 10614 741 262 369 600 304 2088 6901 47207 8,    numbers.sort()\n    for i in range(len(numbers),,,,, -,,no_pattern_fired,1,0,0,7.270000060088933e-05,0.02592960000038147,9.280000085709617e-05
HumanEval/0,1,,spec_eval,13,1,1,1,0,220,220,syntax_minus_one,syntax_minus_one,0.930,999,5109 10614 741 262 369 600 304 2088 6901 47207 8 481, numbers.sort()\n    for i in range(len(numbers) -,16,1,220, , ,0,draft_token_mismatch,2,0,0,0.00014060000103199854,0.027754200003982987,0.00011700000322889537
HumanEval/0,1,,spec_eval,14,1,0,1,0,16,16,none,,,,10614 741 262 369 600 304 2088 6901 47207 8 481 220,.sort()\n    for i in range(len(numbers) - ,,,,,1,,no_pattern_fired,2,0,0,7.869999535614625e-05,0.026581199999782257,6.520000169984996e-05
HumanEval/0,1,,spec_eval,15,1,0,1,0,982,982,none,,,,741 262 369 600 304 2088 6901 47207 8 481 220 16,()\n    for i in range(len(numbers) - 1,,,,,):\n,,no_pattern_fired,2,0,0,8.289999823318794e-05,0.02628289999847766,6.739999662386253e-05
HumanEval/0,1,,spec_eval,16,1,1,2,1,421,421,syntax_indent,syntax_indent,0.980,999,262 369 600 304 2088 6901 47207 8 481 220 16 982,    for i in range(len(numbers) - 1):\n,286,       ,286,       , if,,draft_accepted,2,0,1,0.0006704999977955595,0.02752609999879496,0.0001205000007757917
HumanEval/0,1,,spec_eval,18,1,0,1,0,5109,5109,none,,,,600 304 2088 6901 47207 8 481 220 16 982 286 421, i in range(len(numbers) - 1):\n        if,,,,, numbers,,no_pattern_fired,2,0,0,7.660000119358301e-05,0.026235199999064207,7.140000525396317e-05
HumanEval/0,1,,spec_eval,19,1,0,1,0,989,989,none,,,,304 2088 6901 47207 8 481 220 16 982 286 421 5109, in range(len(numbers) - 1):\n        if numbers,,,,,[i,,no_pattern_fired,2,0,0,5.950000195298344e-05,0.02597579999564914,6.679999933112413e-05
HumanEval/0,1,,spec_eval,20,1,0,1,0,488,488,none,,,,2088 6901 47207 8 481 220 16 982 286 421 5109 989, range(len(numbers) - 1):\n        if numbers[i,,,,, +,,no_pattern_fired,2,0,0,7.18000010238029e-05,0.025126799999270588,6.540000322274864e-05
HumanEval/0,1,,spec_eval,21,1,0,1,0,220,220,none,,,,6901 47207 8 481 220 16 982 286 421 5109 989 488,(len(numbers) - 1):\n        if numbers[i +,,,,, ,,no_pattern_fired,2,0,0,7.479999476345256e-05,0.02496229999815114,6.419999408535659e-05
HumanEval/0,1,,spec_eval,22,1,0,1,0,16,16,none,,,,47207 8 481 220 16 982 286 421 5109 989 488 220,(numbers) - 1):\n        if numbers[i + ,,,,,1,,no_pattern_fired,2,0,0,6.049999501556158e-05,0.025159799995890353,6.929999653948471e-05
HumanEval/0,1,,spec_eval,23,1,0,1,0,60,60,none,,,,8 481 220 16 982 286 421 5109 989 488 220 16,) - 1):\n        if numbers[i + 1,,,,,],,no_pattern_fired,2,0,0,6.459999713115394e-05,0.024963399999251124,6.850000499980524e-05
HumanEval/0,1,,spec_eval,24,1,0,1,0,481,481,none,,,,481 220 16 982 286 421 5109 989 488 220 16 60, - 1):\n        if numbers[i + 1],,,,, -,,no_pattern_fired,2,0,0,7.670000195503235e-05,0.02504909999697702,8.10999990790151e-05
HumanEval/0,1,,spec_eval,25,1,1,1,0,5109,5109,syntax_minus_one,syntax_minus_one,0.930,999,220 16 982 286 421 5109 989 488 220 16 60 481, 1):\n        if numbers[i + 1] -,16,1,5109, numbers, numbers,0,draft_token_mismatch,3,0,0,0.00015310000162571669,0.027588700002525002,0.00012120000610593706
HumanEval/0,1,,spec_eval,26,1,0,1,0,989,989,none,,,,16 982 286 421 5109 989 488 220 16 60 481 5109,1):\n        if numbers[i + 1] - numbers,,,,,[i,,no_pattern_fired,3,0,0,6.459999713115394e-05,0.026358399998571258,8.970000635599717e-05
HumanEval/0,1,,spec_eval,27,1,0,1,0,60,60,none,,,,982 286 421 5109 989 488 220 16 60 481 5109 989,):\n        if numbers[i + 1] - numbers[i,,,,,],,no_pattern_fired,3,0,0,7.410000398522243e-05,0.025859200002742,7.220000406960025e-05
HumanEval/0,1,,spec_eval,28,1,0,1,0,366,366,none,,,,286 421 5109 989 488 220 16 60 481 5109 989 60,        if numbers[i + 1] - numbers[i],,,,, <,,no_pattern_fired,3,0,0,6.140000186860561e-05,0.025249199999962002,7.919999916339293e-05
HumanEval/0,1,,spec_eval,29,1,0,1,0,12171,12171,none,,,,421 5109 989 488 220 16 60 481 5109 989 60 366, if numbers[i + 1] - numbers[i] <,,,,, threshold,,no_pattern_fired,3,0,0,8.369999704882503e-05,0.024927399994339794,7.310000364668667e-05
HumanEval/0,1,,spec_eval,30,1,0,1,0,510,510,none,,,,5109 989 488 220 16 60 481 5109 989 60 366 12171, numbers[i + 1] - numbers[i] < threshold,,,,,:\n,,no_pattern_fired,3,0,0,8.679999882588163e-05,0.02539229999820236,7.610000466229394e-05
HumanEval/0,1,,spec_eval,31,1,1,2,1,470,470,syntax_indent,syntax_indent,0.980,999,989 488 220 16 60 481 5109 989 60 366 12171 510,[i + 1] - numbers[i] < threshold:\n,310,           ,310,           , return,,draft_accepted,3,0,1,0.00010269999620504677,0.02768869999999879,0.00013809999654768035
HumanEval/0,1,,spec_eval,33,1,0,1,0,3007,3007,none,,,,220 16 60 481 5109 989 60 366 12171 510 310 470, 1] - numbers[i] < threshold:\n            return,,,,, True,,no_pattern_fired,3,0,0,8.179999713320285e-05,0.02667500000097789,7.840000034775585e-05
HumanEval/0,1,,spec_eval,34,1,2,2,1,262,262,syntax_return_terminal,syntax_return_terminal|syntax_dedent_after_terminal,1.000|0.940,999|999,16 60 481 5109 989 60 366 12171 510 310 470 3007,1] - numbers[i] < threshold:\n            return True,198 286,\n       ,198 262,\n   ,   ,1,draft_token_mismatch,4,0,1,8.97999998414889e-05,0.031242099998053163,0.00021019999985583127
HumanEval/0,1,,spec_eval,36,1,0,1,0,470,470,none,,,,481 5109 989 60 366 12171 510 310 470 3007 198 262, - numbers[i] < threshold:\n            return True\n   ,,,,, return,,no_pattern_fired,4,0,0,4.9100002797786146e-05,0.02646159999858355,8.499999967170879e-05
HumanEval/0,1,,spec_eval,37,1,0,1,0,3557,3557,none,,,,5109 989 60 366 12171 510 310 470 3007 198 262 470, numbers[i] < threshold:\n            return True\n    return,,,,, False,,no_pattern_fired,4,0,0,7.419999747071415e-05,0.026001199999882374,9.529999806545675e-05
HumanEval/0,1,,spec_eval,38,1,1,1,0,1406,1406,syntax_return_terminal,syntax_return_terminal,1.000,999,989 60 366 12171 510 310 470 3007 198 262 470 3557,[i] < threshold:\n            return True\n    return False,198,\n,1406,\n\n\n,\n\n\n,0,draft_token_mismatch,5,0,0,9.620000491850078e-05,0.02729679999902146,0.00017780000052880496
HumanEval/0,1,,spec_eval,39,1,0,1,0,333,333,none,,,,60 366 12171 510 310 470 3007 198 262 470 3557 1406,] < threshold:\n            return True\n    return False\n\n\n,,,,,if,,no_pattern_fired,5,0,0,7.239999831654131e-05,0.02641560000483878,8.169999637175351e-05
HumanEval/0,1,,spec_eval,40,1,0,1,0,1304,1304,none,,,,366 12171 510 310 470 3007 198 262 470 3557 1406 333, < threshold:\n            return True\n    return False\n\n\nif,,,,, __,,no_pattern_fired,5,0,0,6.569999823113903e-05,0.02671130000089761,8.019999950192869e-05
HumanEval/0,1,,spec_eval,41,1,0,1,0,606,606,none,,,,12171 510 310 470 3007 198 262 470 3557 1406 333 1304, threshold:\n            return True\n    return False\n\n\nif __,,,,,name,,no_pattern_fired,5,0,0,8.439999510301277e-05,0.02503969999816036,6.809999467805028e-05
HumanEval/0,1,,spec_eval,42,1,0,1,0,563,563,none,,,,510 310 470 3007 198 262 470 3557 1406 333 1304 606,:\n            return True\n    return False\n\n\nif __name,,,,,__,,no_pattern_fired,5,0,0,7.03999976394698e-05,0.02489410000271164,7.670000195503235e-05
HumanEval/0,1,,spec_eval,43,1,1,2,1,12112,12112,syntax_name_eq,syntax_name_eq,1.000,999,310 470 3007 198 262 470 3557 1406 333 1304 606 563,            return True\n    return False\n\n\nif __name__,621, ==,621, ==, '__,,draft_accepted,5,0,1,0.00012820000119972974,0.02689239999745041,0.00013939999917056412
HumanEval/0,1,,spec_eval,45,1,0,1,0,3817,3817,none,,,,3007 198 262 470 3557 1406 333 1304 606 563 621 12112, True\n    return False\n\n\nif __name__ == '__,,,,,main,,no_pattern_fired,5,0,0,6.849999772384763e-05,0.026757799998449627,6.529999518534169e-05
HumanEval/0,1,,spec_eval,46,1,0,1,0,16179,16179,none,,,,198 262 470 3557 1406 333 1304 606 563 621 12112 3817,\n    return False\n\n\nif __name__ == '__main,,,,,__':\n,,no_pattern_fired,5,0,0,7.550000009359792e-05,0.025793000000703614,8.7800006440375e-05
HumanEval/0,1,,spec_eval,47,1,1,2,1,1159,1159,syntax_indent,syntax_indent,0.980,999,262 470 3557 1406 333 1304 606 563 621 12112 3817 16179,    return False\n\n\nif __name__ == '__main__':\n,262,   ,262,   , import,,draft_accepted,5,0,1,0.00012200000492157415,0.026850299997022375,0.00014310000551631674
HumanEval/0,1,,spec_eval,49,1,0,1,0,653,653,none,,,,3557 1406 333 1304 606 563 621 12112 3817 16179 262 1159, False\n\n\nif __name__ == '__main__':\n    import,,,,, do,,no_pattern_fired,5,0,0,6.439999560825527e-05,0.026356100002885796,7.229999755509198e-05
HumanEval/0,1,,spec_eval,50,1,0,1,0,67880,67880,none,,,,1406 333 1304 606 563 621 12112 3817 16179 262 1159 653,\n\n\nif __name__ == '__main__':\n    import do,,,,,ctest,,no_pattern_fired,5,0,0,7.889999687904492e-05,0.02586130000418052,9.010000212583691e-05
HumanEval/0,1,,spec_eval,51,1,0,1,0,198,198,none,,,,333 1304 606 563 621 12112 3817 16179 262 1159 653 67880,if __name__ == '__main__':\n    import doctest,,,,,\n,,no_pattern_fired,5,0,0,7.18000010238029e-05,0.02506300000095507,6.610000127693638e-05
HumanEval/0,1,,spec_eval,52,1,0,1,0,262,262,none,,,,1304 606 563 621 12112 3817 16179 262 1159 653 67880 198, __name__ == '__main__':\n    import doctest\n,,,,,   ,,no_pattern_fired,5,0,0,5.249999958323315e-05,0.024984699994092807,6.649999704677612e-05
HumanEval/0,1,,spec_eval,53,1,0,1,0,653,653,none,,,,606 563 621 12112 3817 16179 262 1159 653 67880 198 262,name__ == '__main__':\n    import doctest\n   ,,,,, do,,no_pattern_fired,5,0,0,5.490000330610201e-05,0.025019000000611413,6.420000136131421e-05
HumanEval/0,1,,spec_eval,54,1,0,1,0,67880,67880,none,,,,563 621 12112 3817 16179 262 1159 653 67880 198 262 653,__ == '__main__':\n    import doctest\n    do,,,,,ctest,,no_pattern_fired,5,0,0,5.329999839887023e-05,0.025308999996923376,6.460000440711156e-05
HumanEval/0,1,,spec_eval,55,1,0,1,0,5958,5958,none,,,,621 12112 3817 16179 262 1159 653 67880 198 262 653 67880, == '__main__':\n    import doctest\n    doctest,,,,,.test,,no_pattern_fired,5,0,0,5.830000009154901e-05,0.024938699993072078,8.340000204043463e-05
HumanEval/0,1,,spec_eval,56,1,0,1,0,2593,2593,none,,,,12112 3817 16179 262 1159 653 67880 198 262 653 67880 5958, '__main__':\n    import doctest\n    doctest.test,,,,,mod,,no_pattern_fired,5,0,0,7.960000220919028e-05,0.024885099999664817,8.059999527176842e-05
HumanEval/0,1,,spec_eval,57,1,0,1,0,368,368,none,,,,3817 16179 262 1159 653 67880 198 262 653 67880 5958 2593,main__':\n    import doctest\n    doctest.testmod,,,,,(),,no_pattern_fired,5,0,0,6.629999552387744e-05,0.025024199996551033,6.829999620094895e-05
HumanEval/0,1,,spec_eval,58,1,0,1,0,151643,151643,none,,,,16179 262 1159 653 67880 198 262 653 67880 5958 2593 368,__':\n    import doctest\n    doctest.testmod(),,,,,,,no_pattern_fired,5,0,0,7.169999298639596e-05,0.025395899996510707,9.139999747276306e-05
HumanEval/0,1,,spec_eval,59,1,0,1,0,474,474,none,,,,262 1159 653 67880 198 262 653 67880 5958 2593 368 151643,    import doctest\n    doctest.testmod(),,,,,import,,no_pattern_fired,5,0,0,8.649999654153362e-05,0.02495410000119591,8.009999874047935e-05
HumanEval/0,1,,spec_eval,60,1,0,1,0,653,653,none,,,,1159 653 67880 198 262 653 67880 5958 2593 368 151643 474, import doctest\n    doctest.testmod()import,,,,, do,,no_pattern_fired,5,0,0,7.71000050008297e-05,0.025258000001485925,8.840000373311341e-05
HumanEval/0,1,,spec_eval,61,1,0,1,0,67880,67880,none,,,,653 67880 198 262 653 67880 5958 2593 368 151643 474 653, doctest\n    doctest.testmod()import do,,,,,ctest,,no_pattern_fired,5,0,0,6.0000005760230124e-05,0.025430699999560602,0.00011590000212891027
HumanEval/0,1,,spec_eval,62,1,0,1,0,198,198,none,,,,67880 198 262 653 67880 5958 2593 368 151643 474 653 67880,ctest\n    doctest.testmod()import doctest,,,,,\n,,no_pattern_fired,5,0,0,9.549999958835542e-05,0.025451599998632446,8.05000017862767e-05
HumanEval/0,1,,spec_eval,63,1,0,1,0,2982,2982,none,,,,198 262 653 67880 5958 2593 368 151643 474 653 67880 198,\n    doctest.testmod()import doctest\n,,,,,do,,no_pattern_fired,5,0,0,5.5199998314492404e-05,0.024945700002717786,6.359999679261819e-05
HumanEval/0,1,,spec_eval,64,1,0,1,0,67880,67880,none,,,,262 653 67880 5958 2593 368 151643 474 653 67880 198 2982,    doctest.testmod()import doctest\ndo,,,,,ctest,,no_pattern_fired,5,0,0,6.720000237692147e-05,0.025047000002814457,7.420000474667177e-05
HumanEval/0,1,,spec_eval,65,1,0,1,0,5958,5958,none,,,,653 67880 5958 2593 368 151643 474 653 67880 198 2982 67880, doctest.testmod()import doctest\ndoctest,,,,,.test,,no_pattern_fired,5,0,0,6.10999995842576e-05,0.02498520000517601,8.520000119460747e-05
HumanEval/0,1,,spec_eval,66,1,0,1,0,2593,2593,none,,,,67880 5958 2593 368 151643 474 653 67880 198 2982 67880 5958,ctest.testmod()import doctest\ndoctest.test,,,,,mod,,no_pattern_fired,5,0,0,6.790000043110922e-05,0.025076600002648775,6.569999823113903e-05
HumanEval/0,1,,spec_eval,67,1,0,1,0,368,368,none,,,,5958 2593 368 151643 474 653 67880 198 2982 67880 5958 2593,.testmod()import doctest\ndoctest.testmod,,,,,(),,no_pattern_fired,5,0,0,5.709999823011458e-05,0.02524700000503799,0.00010170000314246863
HumanEval/0,1,,spec_eval,68,1,0,1,0,151643,151643,none,,,,2593 368 151643 474 653 67880 198 2982 67880 5958 2593 368,mod()import doctest\ndoctest.testmod(),,,,,,,no_pattern_fired,5,0,0,6.500000017695129e-05,0.025251699997170363,8.38999985717237e-05
HumanEval/0,1,,spec_eval,69,1,0,1,0,474,474,none,,,,368 151643 474 653 67880 198 2982 67880 5958 2593 368 151643,()import doctest\ndoctest.testmod(),,,,,import,,no_pattern_fired,5,0,0,5.989999772282317e-05,0.024926500002038665,7.970000297063962e-05
HumanEval/0,1,,spec_eval,70,1,0,1,0,653,653,none,,,,151643 474 653 67880 198 2982 67880 5958 2593 368 151643 474,import doctest\ndoctest.testmod()import,,,,, do,,no_pattern_fired,5,0,0,6.310000026132911e-05,0.024975499996799044,7.059999916236848e-05
HumanEval/0,1,,spec_eval,71,1,0,1,0,67880,67880,none,,,,474 653 67880 198 2982 67880 5958 2593 368 151643 474 653,import doctest\ndoctest.testmod()import do,,,,,ctest,,no_pattern_fired,5,0,0,6.079999729990959e-05,0.02534140000352636,6.759999814676121e-05
HumanEval/0,1,,spec_eval,72,1,0,1,0,198,198,none,,,,653 67880 198 2982 67880 5958 2593 368 151643 474 653 67880, doctest\ndoctest.testmod()import doctest,,,,,\n,,no_pattern_fired,5,0,0,6.180000491440296e-05,0.024912200002290774,6.61999947624281e-05
HumanEval/0,1,,spec_eval,73,1,0,1,0,2982,2982,none,,,,67880 198 2982 67880 5958 2593 368 151643 474 653 67880 198,ctest\ndoctest.testmod()import doctest\n,,,,,do,,no_pattern_fired,5,0,0,5.439999949885532e-05,0.025026899995282292,6.399999983841553e-05
HumanEval/0,1,,spec_eval,74,1,0,1,0,67880,67880,none,,,,198 2982 67880 5958 2593 368 151643 474 653 67880 198 2982,\ndoctest.testmod()import doctest\ndo,,,,,ctest,,no_pattern_fired,5,0,0,5.179999425308779e-05,0.024937299996963702,7.860000187065452e-05
HumanEval/0,1,,spec_eval,75,1,0,1,0,5958,5958,none,,,,2982 67880 5958 2593 368 151643 474 653 67880 198 2982 67880,doctest.testmod()import doctest\ndoctest,,,,,.test,,no_pattern_fired,5,0,0,5.1700000767596066e-05,0.02494890000525629,7.359999290201813e-05
HumanEval/0,1,,spec_eval,76,1,0,1,0,2593,2593,none,,,,67880 5958 2593 368 151643 474 653 67880 198 2982 67880 5958,ctest.testmod()import doctest\ndoctest.test,,,,,mod,,no_pattern_fired,5,0,0,6.570000550709665e-05,0.02508030000171857,8.000000525498763e-05
HumanEval/0,1,,spec_eval,77,1,0,1,0,368,368,none,,,,5958 2593 368 151643 474 653 67880 198 2982 67880 5958 2593,.testmod()import doctest\ndoctest.testmod,,,,,(),,no_pattern_fired,5,0,0,5.999999848427251e-05,0.025759999996807892,8.670000534038991e-05
HumanEval/0,1,,spec_eval,78,1,0,1,0,151643,151643,none,,,,2593 368 151643 474 653 67880 198 2982 67880 5958 2593 368,mod()import doctest\ndoctest.testmod(),,,,,,,no_pattern_fired,5,0,0,6.209999992279336e-05,0.025594500002625864,8.47000046633184e-05
HumanEval/0,1,,spec_eval,79,1,0,1,0,474,474,none,,,,368 151643 474 653 67880 198 2982 67880 5958 2593 368 151643,()import doctest\ndoctest.testmod(),,,,,import,,no_pattern_fired,5,0,0,8.269999671028927e-05,0.02516190000460483,9.019999561132863e-05
HumanEval/0,1,,spec_eval,80,1,0,1,0,653,653,none,,,,151643 474 653 67880 198 2982 67880 5958 2593 368 151643 474,import doctest\ndoctest.testmod()import,,,,, do,,no_pattern_fired,5,0,0,5.7399993238504976e-05,0.025358099999721162,0.00010849999671336263
HumanEval/0,1,,spec_eval,81,1,0,1,0,67880,67880,none,,,,474 653 67880 198 2982 67880 5958 2593 368 151643 474 653,import doctest\ndoctest.testmod()import do,,,,,ctest,,no_pattern_fired,5,0,0,8.030000026337802e-05,0.02511009999579983,7.94000006862916e-05
HumanEval/0,1,,spec_eval,82,1,0,1,0,198,198,none,,,,653 67880 198 2982 67880 5958 2593 368 151643 474 653 67880, doctest\ndoctest.testmod()import doctest,,,,,\n,,no_pattern_fired,5,0,0,5.9799996961373836e-05,0.025269899997510947,8.179999713320285e-05
HumanEval/0,1,,spec_eval,83,1,0,1,0,2982,2982,none,,,,67880 198 2982 67880 5958 2593 368 151643 474 653 67880 198,ctest\ndoctest.testmod()import doctest\n,,,,,do,,no_pattern_fired,5,0,0,5.539999983739108e-05,0.025570300000254065,8.630000229459256e-05
HumanEval/0,1,,spec_eval,84,1,0,1,0,67880,67880,none,,,,198 2982 67880 5958 2593 368 151643 474 653 67880 198 2982,\ndoctest.testmod()import doctest\ndo,,,,,ctest,,no_pattern_fired,5,0,0,5.130000499775633e-05,0.025455800001509488,6.919999577803537e-05
HumanEval/0,1,,spec_eval,85,1,0,1,0,5958,5958,none,,,,2982 67880 5958 2593 368 151643 474 653 67880 198 2982 67880,doctest.testmod()import doctest\ndoctest,,,,,.test,,no_pattern_fired,5,0,0,5.040000542066991e-05,0.025311600002169143,7.939999341033399e-05
HumanEval/0,1,,spec_eval,86,1,0,1,0,2593,2593,none,,,,67880 5958 2593 368 151643 474 653 67880 198 2982 67880 5958,ctest.testmod()import doctest\ndoctest.test,,,,,mod,,no_pattern_fired,5,0,0,5.710000550607219e-05,0.025248799996916205,6.89999942551367e-05
HumanEval/0,1,,spec_eval,87,1,0,1,0,368,368,none,,,,5958 2593 368 151643 474 653 67880 198 2982 67880 5958 2593,.testmod()import doctest\ndoctest.testmod,,,,,(),,no_pattern_fired,5,0,0,5.6899996707215905e-05,0.025499600000330247,9.270000009564683e-05
HumanEval/0,1,,spec_eval,88,1,0,1,0,151643,151643,none,,,,2593 368 151643 474 653 67880 198 2982 67880 5958 2593 368,mod()import doctest\ndoctest.testmod(),,,,,,,no_pattern_fired,5,0,0,7.229999755509198e-05,0.02517950000037672,6.320000102277845e-05
HumanEval/0,1,,spec_eval,89,1,0,1,0,474,474,none,,,,368 151643 474 653 67880 198 2982 67880 5958 2593 368 151643,()import doctest\ndoctest.testmod(),,,,,import,,no_pattern_fired,5,0,0,6.310000026132911e-05,0.025009199998748954,6.410000059986487e-05
HumanEval/0,1,,spec_eval,90,1,0,1,0,653,653,none,,,,151643 474 653 67880 198 2982 67880 5958 2593 368 151643 474,import doctest\ndoctest.testmod()import,,,,, do,,no_pattern_fired,5,0,0,6.030000076862052e-05,0.024974899999506306,8.990000060293823e-05
HumanEval/0,1,,spec_eval,91,1,0,1,0,67880,67880,none,,,,474 653 67880 198 2982 67880 5958 2593 368 151643 474 653,import doctest\ndoctest.testmod()import do,,,,,ctest,,no_pattern_fired,5,0,0,6.460000440711156e-05,0.025324000002001412,7.999999797903001e-05
HumanEval/0,1,,spec_eval,92,1,0,1,0,198,198,none,,,,653 67880 198 2982 67880 5958 2593 368 151643 474 653 67880, doctest\ndoctest.testmod()import doctest,,,,,\n,,no_pattern_fired,5,0,0,5.3800002206116915e-05,0.025275400003010873,6.660000508418307e-05
HumanEval/0,1,,spec_eval,93,1,0,1,0,2982,2982,none,,,,67880 198 2982 67880 5958 2593 368 151643 474 653 67880 198,ctest\ndoctest.testmod()import doctest\n,,,,,do,,no_pattern_fired,5,0,0,5.450000026030466e-05,0.024979599998914637,0.00010119999933522195
HumanEval/0,1,,spec_eval,94,1,0,1,0,67880,67880,none,,,,198 2982 67880 5958 2593 368 151643 474 653 67880 198 2982,\ndoctest.testmod()import doctest\ndo,,,,,ctest,,no_pattern_fired,5,0,0,5.860000237589702e-05,0.025463199999649078,7.729999924777076e-05
HumanEval/0,1,,spec_eval,95,1,0,1,0,5958,5958,none,,,,2982 67880 5958 2593 368 151643 474 653 67880 198 2982 67880,doctest.testmod()import doctest\ndoctest,,,,,.test,,no_pattern_fired,5,0,0,5.270000110613182e-05,0.02550780000456143,7.949999417178333e-05
HumanEval/0,1,,spec_eval,96,1,0,1,0,2593,2593,none,,,,67880 5958 2593 368 151643 474 653 67880 198 2982 67880 5958,ctest.testmod()import doctest\ndoctest.test,,,,,mod,,no_pattern_fired,5,0,0,5.1500006520655006e-05,0.02509740000095917,9.140000474872068e-05
HumanEval/0,1,,spec_eval,97,1,0,1,0,368,368,none,,,,5958 2593 368 151643 474 653 67880 198 2982 67880 5958 2593,.testmod()import doctest\ndoctest.testmod,,,,,(),,no_pattern_fired,5,0,0,5.970000347588211e-05,0.02546040000015637,8.379999781027436e-05
HumanEval/0,1,,spec_eval,98,1,0,1,0,151643,151643,none,,,,2593 368 151643 474 653 67880 198 2982 67880 5958 2593 368,mod()import doctest\ndoctest.testmod(),,,,,,,no_pattern_fired,5,0,0,5.900000542169437e-05,0.025520900002447888,9.48999950196594e-05
HumanEval/0,1,,spec_eval,99,1,0,1,0,474,474,none,,,,368 151643 474 653 67880 198 2982 67880 5958 2593 368 151643,()import doctest\ndoctest.testmod(),,,,,import,,no_pattern_fired,5,0,0,5.8400000852998346e-05,0.025657199999841396,0.00011059999815188348
HumanEval/0,1,,spec_eval,100,1,0,1,0,653,653,none,,,,151643 474 653 67880 198 2982 67880 5958 2593 368 151643 474,import doctest\ndoctest.testmod()import,,,,, do,,no_pattern_fired,5,0,0,5.560000136028975e-05,0.02520899999944959,8.510000043315813e-05
HumanEval/0,1,,spec_eval,101,1,0,1,0,67880,67880,none,,,,474 653 67880 198 2982 67880 5958 2593 368 151643 474 653,import doctest\ndoctest.testmod()import do,,,,,ctest,,no_pattern_fired,5,0,0,6.310000026132911e-05,0.02494730000034906,6.669999856967479e-05
